C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_477.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_477.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_477.jpg,0,0,0,2.15427
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_551.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_551.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_551.jpg,0,0,0,2.134595
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_630.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_630.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_630.jpg,0,0,0,2.115079
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_696.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_696.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_696.jpg,0,0,0,2.100547
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_768.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_768.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_768.jpg,0,0,0,2.081308
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_838.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_838.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_838.jpg,0,0,0,2.066981
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_914.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_914.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_914.jpg,0,0,0,2.048014
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_02_981.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_02_981.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_02_981.jpg,0,0,0,2.033891
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_03_054.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_03_054.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_03_054.jpg,0,0,0,2.015193
C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\center_2021_04_27_13_05_03_130.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\left_2021_04_27_13_05_03_130.jpg,C:\Users\lge\Desktop\자율주행\Right_Tracks\IMG\right_2021_04_27_13_05_03_130.jpg,0,0,0,1.996557
