C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_40_638.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_40_638.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_40_638.jpg,0,0,0,1.234195E-05
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_40_706.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_40_706.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_40_706.jpg,0,0,0,1.287407E-05
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_40_779.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_40_779.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_40_779.jpg,0,0,0,1.091843E-05
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_40_846.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_40_846.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_40_846.jpg,0,0,0,1.560094E-05
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_40_915.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_40_915.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_40_915.jpg,0,0,0,4.96337E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_40_985.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_40_985.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_40_985.jpg,0,0,0,1.086393E-05
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_058.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_058.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_058.jpg,0,0,0,6.737819E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_125.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_125.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_125.jpg,0,0,0,1.708284E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_198.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_198.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_198.jpg,0,0,0,6.366572E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_264.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_264.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_264.jpg,0,0,0,1.247433E-05
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_331.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_331.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_331.jpg,0,0,0,6.823382E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_403.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_403.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_403.jpg,0,0,0,2.728194E-07
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_476.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_476.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_476.jpg,0,0,0,5.361118E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_551.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_551.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_551.jpg,0,0,0,8.033676E-07
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_618.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_618.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_618.jpg,0,0,0,1.857452E-06
C:\Users\lge\Desktop\자율주행\Tracks\IMG\center_2021_04_27_12_52_41_687.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\left_2021_04_27_12_52_41_687.jpg,C:\Users\lge\Desktop\자율주행\Tracks\IMG\right_2021_04_27_12_52_41_687.jpg,0,0,0,1.360637E-05
